NbrTotalDeCollection, AverageWeeksWithoutExchange, AverageWeeksWithExchange
381,2480,799
382,2499,802
383,2502,804
384,2515,806
385,2519,808
386,2522,810
387,2526,812
388,2539,815
389,2551,817
390,2554,819
391,2563,821
392,2557,822
393,2573,825
394,2568,827
395,2590,829
396,2595,831
397,2599,833
398,2609,835
399,2616,837
400,2632,839
401,2634,842
402,2640,844
403,2654,846
404,2646,848
405,2682,850
406,2665,852
407,2681,855
408,2685,856
409,2707,858
410,2715,860
411,2711,863
412,2717,865
413,2718,867
414,2727,869
415,2739,871
416,2747,873
417,2752,876
418,2761,877
419,2775,880
420,2779,882
421,2798,883
422,2797,886
423,2803,888
424,2822,890
425,2810,892
426,2837,894
427,2821,897
428,2831,899
429,2855,901
430,2856,903
431,2858,905
432,2884,907
433,2885,909
434,2878,911
435,2890,913
436,2914,915
437,2916,917
438,2920,920
439,2912,922
440,2935,923
441,2944,925
442,2952,929
443,2949,930
444,2951,932
445,2988,934
446,2973,936
447,2986,938
448,2994,941
449,3004,943
450,3020,944
451,3032,947
452,3022,948
453,3030,951
454,3040,953
455,3053,956
456,3051,957
457,3056,959
458,3057,961
459,3080,964
460,3080,966
461,3092,968
462,3099,970
463,3123,973
464,3122,974
465,3115,976
466,3142,978
467,3156,980
468,3143,982
469,3152,984
470,3161,987
471,3164,989
472,3191,991
473,3184,993
474,3195,995
475,3199,997
476,3188,999
477,3208,1002
478,3230,1004
479,3252,1005
480,3242,1008
481,3230,1010
482,3266,1012
483,3269,1014
484,3272,1016
485,3267,1018
486,3286,1020
487,3306,1022
488,3309,1024
489,3306,1027
490,3322,1029
491,3317,1031
492,3330,1033
493,3332,1036
494,3344,1037
495,3361,1039
496,3351,1041
497,3381,1044
498,3380,1045
499,3378,1048
500,3389,1050
